Date,Open,High,Low,Close,Adj Close,Volume
1970-01-01,120.83954406816733,122.75533758566779,115.77018906461699,125.4512295603294,125.4512295603294,478524.8149862733
1970-01-02,81.82212505163807,89.51368005877987,80.68103870408692,83.2879013602269,83.2879013602269,389395.3811298263
1970-01-03,169.99475295615272,178.25104469885386,169.66887042369981,170.78115872831395,170.78115872831395,948621.7288302357
1970-01-04,131.29694525388416,132.9845080733142,125.4859427857391,132.92205750426578,132.92205750426578,970327.8837575628
1970-01-05,113.83666734703357,119.15690406002777,105.50059517655623,114.20164405855023,114.20164405855023,43856.95464370576
1970-01-06,54.66631046575664,61.81140970822667,50.67766565197807,55.89024114119622,55.89024114119622,738967.2871748856
1970-01-07,40.9819699884417,42.072381715433046,33.04439105095957,42.06813225958436,42.06813225958436,277962.1759105257
1970-01-08,66.64267257463763,73.68366537160702,57.027538086170274,70.81096521125046,70.81096521125046,39407.272520422644
1970-01-09,122.63672554991267,122.78830916658733,118.63492467720872,127.094180533222,127.094180533222,696509.1452091181
1970-01-10,100.0302355349096,100.26088982508072,94.95795788003083,101.48340977195392,101.48340977195392,27082.3004250218
1970-01-11,78.15945517502385,80.3172458957916,68.41942923644382,79.17993138391554,79.17993138391554,823802.6050447797
1970-01-12,131.67076978571058,133.7763747438987,125.95500954584564,136.09309782443293,136.09309782443293,656995.1586688308
1970-01-13,151.10969510689958,156.08035937148065,141.2373358354668,153.3092483281298,153.3092483281298,668782.7251334109
1970-01-14,123.33408247263182,125.95900120412654,121.57557507844534,127.4751579212375,127.4751579212375,196323.37021750957
1970-01-15,75.9955000738892,83.22064362542616,75.36999037322414,78.09709116228616,78.09709116228616,253404.4064915335
1970-01-16,191.83660221947088,194.31986112687193,186.3064960878352,195.75916927697628,195.75916927697628,18692.047129479583
1970-01-17,174.14600571575224,179.91830817232352,173.53864595755266,175.22953987824593,175.22953987824593,208729.63108047072
1970-01-18,194.11786947515296,198.18121785406726,190.68974315621273,195.82948086991465,195.82948086991465,434936.09838884394
1970-01-19,95.90521585408698,100.0267201294696,91.3788257045327,100.832052284506,100.832052284506,223724.09277271133
1970-01-20,99.582931572137,107.3743740026917,97.45721335900829,100.13102961534281,100.13102961534281,181636.69296467112
1970-01-21,54.96399206076674,62.55752722660257,49.21010860745072,59.09649027185071,59.09649027185071,503427.4757952226
1970-01-22,131.2443878153847,140.39850132447404,126.56093252952502,132.11687744164476,132.11687744164476,358388.5435690264
1970-01-23,45.61657904881031,54.67562520489325,40.426388470017905,47.5247776497158,47.5247776497158,434763.73428999726
1970-01-24,196.45254050773883,196.7390535638581,193.86578982506737,201.404047791374,201.404047791374,577213.665690548
1970-01-25,157.22623510745677,158.45803449279285,149.48988673715115,158.82582322311768,158.82582322311768,893307.2626922667
1970-01-26,74.58733574471398,78.86884078546045,68.12465564455162,77.63547909503703,77.63547909503703,819810.680621603
1970-01-27,55.71985877395406,59.25576910880915,54.95555876938078,59.68474633821259,59.68474633821259,644683.6579596687
1970-01-28,42.30368477490405,48.16099054065785,41.807196436065794,43.8155344339035,43.8155344339035,760217.8469539309
1970-01-29,42.433882658681874,52.01950664251117,37.08187968264586,46.4069194933128,46.4069194933128,314951.1901592965
